Timestamp,velocidad_viento,precipitacion,humedad,temperatura,presion_superficie,radiacion_solar,radiacion_infrarroja
2025-02-04 00:00:00,1.4699,0.0,0.00780588,287.934,98639.9,355.134,338.907
2025-02-04 03:00:00,0.378658,0.0,0.00774191,284.372,98788.1,21.4526,318.693
2025-02-04 06:00:00,1.82691,0.0,0.00709595,285.032,98818.4,0.0,346.892
2025-02-04 09:00:00,0.77599,0.0,0.00709437,284.332,98830.4,0.0,347.838
2025-02-04 12:00:00,0.313138,0.0,0.00717288,283.224,98825.0,0.0,362.108
2025-02-04 15:00:00,1.33688,0.0,0.00703527,283.784,98864.0,8.19811,359.563
2025-02-04 18:00:00,3.08758,0.0,0.00761666,286.157,99118.6,263.103,341.084
2025-02-04 21:00:00,3.32983,0.0,0.00736622,286.407,99027.0,510.493,346.381
2025-02-05 00:00:00,2.10436,0.0,0.0072085,285.527,99001.1,320.093,340.938
2025-02-05 03:00:00,1.98172,0.0,0.00707605,283.554,99134.8,18.2711,345.402
2025-02-05 06:00:00,1.71861,0.0,0.0067643,283.287,99194.8,0.0,350.257
2025-02-05 09:00:00,0.927926,0.0,0.00639604,283.367,99182.7,0.0,334.949
2025-02-05 12:00:00,1.49156,0.0,0.00617428,283.604,99128.7,0.0,314.137
2025-02-05 15:00:00,1.26535,0.0,0.00624431,284.077,99283.7,10.1383,325.208
2025-02-05 18:00:00,1.58542,0.0,0.00671069,289.277,99328.0,279.727,334.636
2025-02-05 21:00:00,5.20307,0.0,0.00739217,289.832,99072.7,523.463,349.951
2025-02-06 00:00:00,2.44187,0.0,0.00797284,287.857,98991.0,341.117,341.61
2025-02-06 03:00:00,0.417926,0.0,0.0081248,285.194,99005.8,21.1033,329.344
2025-02-06 06:00:00,0.530625,0.0,0.00797643,285.017,99047.5,0.0,343.202
2025-02-06 09:00:00,0.965311,0.0,0.00791189,284.892,99037.1,0.0,361.723
2025-02-06 12:00:00,1.03809,0.0,0.00777176,284.672,99014.2,0.0,356.493
2025-02-06 15:00:00,2.02137,0.0,0.00802654,286.309,99141.0,8.71341,360.962
2025-02-06 18:00:00,1.8172,0.0,0.00747754,289.482,99296.6,277.457,353.179
2025-02-06 21:00:00,3.28036,0.0,0.00809515,288.842,99144.9,540.31,350.331
2025-02-07 00:00:00,1.99156,0.0,0.00867095,287.702,99154.2,348.918,337.94
2025-02-07 03:00:00,0.958188,0.0,0.0086776,285.354,99251.1,21.5292,348.14
